From,To,Length(m),Azimuth(deg),Clino(deg)
110@clearwater_stream_to_sump_1.clearwater_master,-,31.17,68.12,43.36
110@clearwater_stream_to_sump_1.clearwater_master,-,38.01,61.10,54.82
110@clearwater_stream_to_sump_1.clearwater_master,111@clearwater_stream_to_sump_1.clearwater_master,28.98,32.06,-1.96
111@clearwater_stream_to_sump_1.clearwater_master,-,28.46,186.30,-0.77
111@clearwater_stream_to_sump_1.clearwater_master,-,32.97,182.43,6.81
111@clearwater_stream_to_sump_1.clearwater_master,-,42.87,196.34,21.93
111@clearwater_stream_to_sump_1.clearwater_master,-,59.01,198.05,27.55
111@clearwater_stream_to_sump_1.clearwater_master,-,38.62,159.13,59.05
111@clearwater_stream_to_sump_1.clearwater_master,-,27.98,159.45,53.53
111@clearwater_stream_to_sump_1.clearwater_master,-,16.14,138.45,13.49
111@clearwater_stream_to_sump_1.clearwater_master,-,12.20,136.67,-2.77
111@clearwater_stream_to_sump_1.clearwater_master,-,21.94,63.90,0.52
111@clearwater_stream_to_sump_1.clearwater_master,-,19.88,63.00,12.06
111@clearwater_stream_to_sump_1.clearwater_master,-,26.72,53.01,48.61
111@clearwater_stream_to_sump_1.clearwater_master,-,42.15,48.39,56.84
111@clearwater_stream_to_sump_1.clearwater_master,112@clearwater_stream_to_sump_1.clearwater_master,41.53,26.35,-0.28
112@clearwater_stream_to_sump_1.clearwater_master,-,16.65,158.59,2.45
112@clearwater_stream_to_sump_1.clearwater_master,-,13.90,161.83,20.40
112@clearwater_stream_to_sump_1.clearwater_master,-,11.47,109.46,3.35
112@clearwater_stream_to_sump_1.clearwater_master,-,9.39,104.57,30.56
112@clearwater_stream_to_sump_1.clearwater_master,-,21.86,46.58,1.82
112@clearwater_stream_to_sump_1.clearwater_master,-,20.11,44.62,11.88
112@clearwater_stream_to_sump_1.clearwater_master,-,17.10,40.56,65.86
112@clearwater_stream_to_sump_1.clearwater_master,-,35.23,30.24,69.97
112@clearwater_stream_to_sump_1.clearwater_master,-,17.93,172.83,65.86
112@clearwater_stream_to_sump_1.clearwater_master,-,35.83,185.99,77.42
112@clearwater_stream_to_sump_1.clearwater_master,-,23.23,187.78,49.70
112@clearwater_stream_to_sump_1.clearwater_master,-,38.92,198.50,57.57
112@clearwater_stream_to_sump_1.clearwater_master,113@clearwater_stream_to_sump_1.clearwater_master,23.35,5.55,-3.83
113@clearwater_stream_to_sump_1.clearwater_master,-,9.38,113.82,3.50
113@clearwater_stream_to_sump_1.clearwater_master,-,12.47,113.02,23.91
113@clearwater_stream_to_sump_1.clearwater_master,-,11.76,57.60,6.80
113@clearwater_stream_to_sump_1.clearwater_master,-,11.74,40.70,27.69
113@clearwater_stream_to_sump_1.clearwater_master,-,18.93,29.59,4.47
113@clearwater_stream_to_sump_1.clearwater_master,-,16.05,24.28,20.71
113@clearwater_stream_to_sump_1.clearwater_master,114@clearwater_stream_to_sump_1.clearwater_master,18.03,347.18,3.38
114@clearwater_stream_to_sump_1.clearwater_master,-,23.10,145.51,2.10
114@clearwater_stream_to_sump_1.clearwater_master,-,16.04,119.28,4.65
114@clearwater_stream_to_sump_1.clearwater_master,-,13.28,85.08,5.53
114@clearwater_stream_to_sump_1.clearwater_master,-,12.60,92.25,23.57
114@clearwater_stream_to_sump_1.clearwater_master,-,12.84,123.61,25.30
114@clearwater_stream_to_sump_1.clearwater_master,-,20.58,145.91,14.19
114@clearwater_stream_to_sump_1.clearwater_master,115@clearwater_stream_to_sump_1.clearwater_master,23.69,349.82,2.70
115@clearwater_stream_to_sump_1.clearwater_master,-,20.76,13.63,6.24
115@clearwater_stream_to_sump_1.clearwater_master,-,25.15,10.95,17.28
115@clearwater_stream_to_sump_1.clearwater_master,-,34.15,1.04,13.33
115@clearwater_stream_to_sump_1.clearwater_master,-,27.42,358.81,2.73
115@clearwater_stream_to_sump_1.clearwater_master,-,23.39,311.86,0.59
115@clearwater_stream_to_sump_1.clearwater_master,-,20.50,308.92,9.17
115@clearwater_stream_to_sump_1.clearwater_master,-,26.28,326.15,-0.82
115@clearwater_stream_to_sump_1.clearwater_master,-,23.48,323.36,9.90
115@clearwater_stream_to_sump_1.clearwater_master,-,17.14,272.73,-0.55
115@clearwater_stream_to_sump_1.clearwater_master,-,17.04,275.37,11.32
115@clearwater_stream_to_sump_1.clearwater_master,116@clearwater_stream_to_sump_1.clearwater_master,25.39,315.50,1.63
116@clearwater_stream_to_sump_1.clearwater_master,-,19.49,58.23,-0.01
116@clearwater_stream_to_sump_1.clearwater_master,-,24.15,41.65,-0.80
116@clearwater_stream_to_sump_1.clearwater_master,-,35.06,33.32,-0.25
116@clearwater_stream_to_sump_1.clearwater_master,-,34.25,41.30,10.61
116@clearwater_stream_to_sump_1.clearwater_master,-,24.18,56.93,16.47
116@clearwater_stream_to_sump_1.clearwater_master,-,23.64,76.27,15.59
116@clearwater_stream_to_sump_1.clearwater_master,-,1.86,92.50,-32.73
116@clearwater_stream_to_sump_1.clearwater_master,-,5.53,45.00,-14.96
116@clearwater_stream_to_sump_1.clearwater_master,-,11.01,18.17,-4.66
116@clearwater_stream_to_sump_1.clearwater_master,-,15.23,23.26,11.91
116@clearwater_stream_to_sump_1.clearwater_master,-,7.04,42.00,28.52
116@clearwater_stream_to_sump_1.clearwater_master,-,5.41,90.16,35.49
116@clearwater_stream_to_sump_1.clearwater_master,-,23.70,74.87,5.48
116@clearwater_stream_to_sump_1.clearwater_master,-,27.96,55.61,5.42
116@clearwater_stream_to_sump_1.clearwater_master,-,33.38,43.79,4.17
116@clearwater_stream_to_sump_1.clearwater_master,117@clearwater_stream_to_sump_1.clearwater_master,26.04,5.71,2.42
117@clearwater_stream_to_sump_1.clearwater_master,-,26.79,73.42,2.15
117@clearwater_stream_to_sump_1.clearwater_master,-,28.01,68.37,10.30
117@clearwater_stream_to_sump_1.clearwater_master,-,19.40,97.91,1.40
117@clearwater_stream_to_sump_1.clearwater_master,-,19.76,98.24,16.83
117@clearwater_stream_to_sump_1.clearwater_master,-,26.50,136.33,1.29
117@clearwater_stream_to_sump_1.clearwater_master,-,30.17,137.36,10.63
117@clearwater_stream_to_sump_1.clearwater_master,-,23.28,186.31,-2.80
117@clearwater_stream_to_sump_1.clearwater_master,-,14.29,166.61,8.24
117@clearwater_stream_to_sump_1.clearwater_master,-,7.20,186.00,-10.43
117@clearwater_stream_to_sump_1.clearwater_master,-,7.81,151.67,14.86
117@clearwater_stream_to_sump_1.clearwater_master,-,2.16,152.27,-47.67
117@clearwater_stream_to_sump_1.clearwater_master,-,5.68,117.11,22.35
117@clearwater_stream_to_sump_1.clearwater_master,-,4.64,24.18,-17.67
117@clearwater_stream_to_sump_1.clearwater_master,-,7.16,51.12,15.27
117@clearwater_stream_to_sump_1.clearwater_master,118@clearwater_stream_to_sump_1.clearwater_master,25.69,34.12,-3.74
118@clearwater_stream_to_sump_1.clearwater_master,-,18.95,217.59,0.32
118@clearwater_stream_to_sump_1.clearwater_master,-,18.72,207.84,11.89
118@clearwater_stream_to_sump_1.clearwater_master,-,8.02,248.96,27.13
118@clearwater_stream_to_sump_1.clearwater_master,-,11.34,261.36,6.55
118@clearwater_stream_to_sump_1.clearwater_master,-,11.10,9.57,9.05
118@clearwater_stream_to_sump_1.clearwater_master,-,8.75,25.17,26.87
118@clearwater_stream_to_sump_1.clearwater_master,-,19.77,28.23,5.12
118@clearwater_stream_to_sump_1.clearwater_master,-,16.90,41.46,12.50
118@clearwater_stream_to_sump_1.clearwater_master,-,26.00,170.29,4.74
118@clearwater_stream_to_sump_1.clearwater_master,-,32.05,176.76,13.17
118@clearwater_stream_to_sump_1.clearwater_master,-,15.58,128.82,25.18
118@clearwater_stream_to_sump_1.clearwater_master,-,16.74,125.08,5.55
118@clearwater_stream_to_sump_1.clearwater_master,-,25.29,91.00,3.05
118@clearwater_stream_to_sump_1.clearwater_master,-,31.64,91.85,6.87
118@clearwater_stream_to_sump_1.clearwater_master,-,26.92,119.14,50.63
118@clearwater_stream_to_sump_1.clearwater_master,-,27.00,97.01,31.65
118@clearwater_stream_to_sump_1.clearwater_master,-,55.85,83.43,23.71
118@clearwater_stream_to_sump_1.clearwater_master,-,55.16,83.18,32.13
118@clearwater_stream_to_sump_1.clearwater_master,-,43.55,106.97,47.81
118@clearwater_stream_to_sump_1.clearwater_master,-,41.66,141.19,50.73
118@clearwater_stream_to_sump_1.clearwater_master,-,40.27,176.58,43.92
118@clearwater_stream_to_sump_1.clearwater_master,-,31.09,175.98,41.05
118@clearwater_stream_to_sump_1.clearwater_master,119@clearwater_stream_to_sump_1.clearwater_master,28.36,63.94,-2.80
119@clearwater_stream_to_sump_1.clearwater_master,-,12.69,315.73,9.92
119@clearwater_stream_to_sump_1.clearwater_master,-,11.22,322.89,25.84
119@clearwater_stream_to_sump_1.clearwater_master,-,16.64,292.55,9.45
119@clearwater_stream_to_sump_1.clearwater_master,-,10.34,292.05,30.77
119@clearwater_stream_to_sump_1.clearwater_master,-,15.34,351.51,10.40
119@clearwater_stream_to_sump_1.clearwater_master,-,13.37,4.99,24.31
119@clearwater_stream_to_sump_1.clearwater_master,-,21.93,8.43,8.47
119@clearwater_stream_to_sump_1.clearwater_master,-,18.34,15.84,17.29
119@clearwater_stream_to_sump_1.clearwater_master,-,27.49,193.47,45.14
119@clearwater_stream_to_sump_1.clearwater_master,-,39.04,196.01,55.98
119@clearwater_stream_to_sump_1.clearwater_master,-,23.75,125.63,49.72
119@clearwater_stream_to_sump_1.clearwater_master,-,35.99,118.28,56.39
119@clearwater_stream_to_sump_1.clearwater_master,-,23.47,105.47,42.86
119@clearwater_stream_to_sump_1.clearwater_master,-,40.27,104.08,46.10
119@clearwater_stream_to_sump_1.clearwater_master,120@clearwater_stream_to_sump_1.clearwater_master,24.82,43.04,8.89
120@clearwater_stream_to_sump_1.clearwater_master,-,25.63,251.72,-2.43
120@clearwater_stream_to_sump_1.clearwater_master,-,18.48,245.56,5.91
120@clearwater_stream_to_sump_1.clearwater_master,-,12.75,266.07,6.16
120@clearwater_stream_to_sump_1.clearwater_master,-,17.00,268.36,-2.79
120@clearwater_stream_to_sump_1.clearwater_master,121@clearwater_stream_to_sump_1.clearwater_master,20.18,51.23,-1.20
121@clearwater_stream_to_sump_1.clearwater_master,122@clearwater_stream_to_sump_1.clearwater_master,27.41,53.95,-1.11
122@clearwater_stream_to_sump_1.clearwater_master,-,14.55,309.40,-1.26
122@clearwater_stream_to_sump_1.clearwater_master,-,9.15,309.23,17.10
122@clearwater_stream_to_sump_1.clearwater_master,-,17.62,333.30,-1.03
122@clearwater_stream_to_sump_1.clearwater_master,-,11.55,337.17,11.79
122@clearwater_stream_to_sump_1.clearwater_master,-,22.26,348.37,-0.44
122@clearwater_stream_to_sump_1.clearwater_master,-,15.18,351.92,10.91
122@clearwater_stream_to_sump_1.clearwater_master,-,16.94,57.29,5.38
122@clearwater_stream_to_sump_1.clearwater_master,-,16.00,55.79,21.02
122@clearwater_stream_to_sump_1.clearwater_master,-,22.55,47.14,3.57
122@clearwater_stream_to_sump_1.clearwater_master,-,21.03,45.48,14.06
122@clearwater_stream_to_sump_1.clearwater_master,123@clearwater_stream_to_sump_1.clearwater_master,25.06,32.98,-4.82
123@clearwater_stream_to_sump_1.clearwater_master,-,19.23,266.46,4.36
123@clearwater_stream_to_sump_1.clearwater_master,-,15.29,263.16,16.85
123@clearwater_stream_to_sump_1.clearwater_master,-,16.09,287.47,4.98
123@clearwater_stream_to_sump_1.clearwater_master,-,11.64,292.45,25.78
123@clearwater_stream_to_sump_1.clearwater_master,-,17.41,321.84,5.56
123@clearwater_stream_to_sump_1.clearwater_master,-,14.73,334.79,19.82
123@clearwater_stream_to_sump_1.clearwater_master,-,21.89,347.55,5.36
123@clearwater_stream_to_sump_1.clearwater_master,-,19.67,350.07,13.11
123@clearwater_stream_to_sump_1.clearwater_master,-,4.87,165.75,22.95
123@clearwater_stream_to_sump_1.clearwater_master,-,14.54,180.07,26.59
123@clearwater_stream_to_sump_1.clearwater_master,-,9.16,163.10,38.83
123@clearwater_stream_to_sump_1.clearwater_master,-,4.23,145.57,27.75
123@clearwater_stream_to_sump_1.clearwater_master,-,6.40,99.41,30.74
123@clearwater_stream_to_sump_1.clearwater_master,-,7.46,93.83,41.56
123@clearwater_stream_to_sump_1.clearwater_master,-,9.84,63.44,19.63
123@clearwater_stream_to_sump_1.clearwater_master,124@clearwater_stream_to_sump_1.clearwater_master,34.27,36.30,-0.73
124@clearwater_stream_to_sump_1.clearwater_master,-,0.20,257.24,4.03
124@clearwater_stream_to_sump_1.clearwater_master,-,0.25,245.98,3.21
124@clearwater_stream_to_sump_1.clearwater_master,-,28.32,245.69,9.73
124@clearwater_stream_to_sump_1.clearwater_master,-,20.47,259.18,13.83
124@clearwater_stream_to_sump_1.clearwater_master,-,21.86,260.35,4.14
124@clearwater_stream_to_sump_1.clearwater_master,-,19.67,275.28,2.64
124@clearwater_stream_to_sump_1.clearwater_master,-,15.52,282.26,18.57
124@clearwater_stream_to_sump_1.clearwater_master,-,18.49,300.65,5.48
124@clearwater_stream_to_sump_1.clearwater_master,-,15.16,317.66,17.72
124@clearwater_stream_to_sump_1.clearwater_master,-,18.15,335.03,7.94
124@clearwater_stream_to_sump_1.clearwater_master,-,16.98,346.31,14.70
124@clearwater_stream_to_sump_1.clearwater_master,125@clearwater_stream_to_sump_1.clearwater_master,19.38,18.73,8.52
125@clearwater_stream_to_sump_1.clearwater_master,-,35.42,196.81,7.02
125@clearwater_stream_to_sump_1.clearwater_master,-,23.76,179.98,-1.90
125@clearwater_stream_to_sump_1.clearwater_master,-,22.35,173.26,6.77
125@clearwater_stream_to_sump_1.clearwater_master,-,22.57,163.61,-1.70
125@clearwater_stream_to_sump_1.clearwater_master,-,22.27,156.40,4.18
125@clearwater_stream_to_sump_1.clearwater_master,-,21.76,149.82,-3.09
125@clearwater_stream_to_sump_1.clearwater_master,-,23.12,140.01,3.67
125@clearwater_stream_to_sump_1.clearwater_master,-,23.02,134.13,-4.18
125@clearwater_stream_to_sump_1.clearwater_master,-,27.14,127.64,3.22
125@clearwater_stream_to_sump_1.clearwater_master,-,29.84,121.37,-2.87
125@clearwater_stream_to_sump_1.clearwater_master,-,37.08,116.71,2.26
125@clearwater_stream_to_sump_1.clearwater_master,126@clearwater_stream_to_sump_1.clearwater_master,25.05,84.63,-4.00
126@clearwater_stream_to_sump_1.clearwater_master,-,17.10,164.50,0.52
126@clearwater_stream_to_sump_1.clearwater_master,-,20.82,153.87,10.05
126@clearwater_stream_to_sump_1.clearwater_master,-,42.46,115.43,4.98
126@clearwater_stream_to_sump_1.clearwater_master,-,46.88,107.27,4.88
126@clearwater_stream_to_sump_1.clearwater_master,-,58.98,101.61,4.10
126@clearwater_stream_to_sump_1.clearwater_master,-,70.90,95.05,3.81
126@clearwater_stream_to_sump_1.clearwater_master,-,72.88,95.13,20.39
126@clearwater_stream_to_sump_1.clearwater_master,-,70.84,93.75,22.22
126@clearwater_stream_to_sump_1.clearwater_master,-,64.95,104.61,22.14
126@clearwater_stream_to_sump_1.clearwater_master,-,63.47,104.45,24.92
126@clearwater_stream_to_sump_1.clearwater_master,-,37.36,141.03,40.45
126@clearwater_stream_to_sump_1.clearwater_master,-,39.92,141.40,44.14
126@clearwater_stream_to_sump_1.clearwater_master,-,37.88,125.36,37.71
126@clearwater_stream_to_sump_1.clearwater_master,-,41.91,122.61,43.00
126@clearwater_stream_to_sump_1.clearwater_master,-,28.04,2.89,51.61
126@clearwater_stream_to_sump_1.clearwater_master,-,32.38,2.30,57.49
126@clearwater_stream_to_sump_1.clearwater_master,-,27.30,14.84,49.26
126@clearwater_stream_to_sump_1.clearwater_master,-,33.99,16.20,52.96
126@clearwater_stream_to_sump_1.clearwater_master,-,7.45,342.88,7.99
126@clearwater_stream_to_sump_1.clearwater_master,-,6.14,342.90,7.17
126@clearwater_stream_to_sump_1.clearwater_master,-,7.28,339.83,31.61
126@clearwater_stream_to_sump_1.clearwater_master,127@clearwater_stream_to_sump_1.clearwater_master,49.02,95.34,-0.62
127@clearwater_stream_to_sump_1.clearwater_master,-,26.76,233.57,4.76
127@clearwater_stream_to_sump_1.clearwater_master,-,25.01,232.97,9.65
127@clearwater_stream_to_sump_1.clearwater_master,-,21.26,216.08,6.87
127@clearwater_stream_to_sump_1.clearwater_master,-,12.67,216.60,21.16
127@clearwater_stream_to_sump_1.clearwater_master,-,14.54,181.38,4.33
127@clearwater_stream_to_sump_1.clearwater_master,-,10.26,160.07,29.83
127@clearwater_stream_to_sump_1.clearwater_master,-,16.18,136.75,6.66
127@clearwater_stream_to_sump_1.clearwater_master,-,12.04,126.74,24.11
127@clearwater_stream_to_sump_1.clearwater_master,-,25.51,106.12,3.90
127@clearwater_stream_to_sump_1.clearwater_master,-,22.86,95.14,11.54
127@clearwater_stream_to_sump_1.clearwater_master,-,29.84,88.51,4.07
127@clearwater_stream_to_sump_1.clearwater_master,-,28.01,86.60,8.66
127@clearwater_stream_to_sump_1.clearwater_master,-,32.74,79.65,3.04
127@clearwater_stream_to_sump_1.clearwater_master,-,32.70,78.17,7.44
127@clearwater_stream_to_sump_1.clearwater_master,-,27.71,99.77,58.19
127@clearwater_stream_to_sump_1.clearwater_master,-,30.84,93.44,62.66
127@clearwater_stream_to_sump_1.clearwater_master,-,29.69,81.22,49.69
127@clearwater_stream_to_sump_1.clearwater_master,-,36.28,76.54,50.13
127@clearwater_stream_to_sump_1.clearwater_master,-,30.00,77.79,42.71
127@clearwater_stream_to_sump_1.clearwater_master,-,40.79,76.43,42.75
127@clearwater_stream_to_sump_1.clearwater_master,-,40.11,76.42,36.54
127@clearwater_stream_to_sump_1.clearwater_master,-,45.18,73.52,38.22
127@clearwater_stream_to_sump_1.clearwater_master,128@clearwater_stream_to_sump_1.clearwater_master,36.49,49.76,-0.62
128@clearwater_stream_to_sump_1.clearwater_master,-,0.51,190.50,3.87
128@clearwater_stream_to_sump_1.clearwater_master,-,26.61,189.42,10.12
128@clearwater_stream_to_sump_1.clearwater_master,-,19.06,168.95,6.98
128@clearwater_stream_to_sump_1.clearwater_master,-,18.06,168.70,14.63
128@clearwater_stream_to_sump_1.clearwater_master,-,14.00,148.31,8.96
128@clearwater_stream_to_sump_1.clearwater_master,-,13.46,144.29,20.43
128@clearwater_stream_to_sump_1.clearwater_master,-,11.68,119.99,11.74
128@clearwater_stream_to_sump_1.clearwater_master,-,11.06,112.64,26.42
128@clearwater_stream_to_sump_1.clearwater_master,-,12.70,91.08,8.99
128@clearwater_stream_to_sump_1.clearwater_master,-,12.03,84.28,24.42
128@clearwater_stream_to_sump_1.clearwater_master,-,16.04,71.65,7.33
128@clearwater_stream_to_sump_1.clearwater_master,-,16.61,68.13,17.25
128@clearwater_stream_to_sump_1.clearwater_master,-,23.58,60.16,7.42
128@clearwater_stream_to_sump_1.clearwater_master,-,20.74,55.54,13.63
128@clearwater_stream_to_sump_1.clearwater_master,-,29.03,177.51,54.11
128@clearwater_stream_to_sump_1.clearwater_master,-,32.20,179.51,61.27
128@clearwater_stream_to_sump_1.clearwater_master,-,27.88,143.33,60.50
128@clearwater_stream_to_sump_1.clearwater_master,-,31.01,136.44,68.99
128@clearwater_stream_to_sump_1.clearwater_master,-,27.06,92.21,58.75
128@clearwater_stream_to_sump_1.clearwater_master,-,32.91,81.19,62.62
128@clearwater_stream_to_sump_1.clearwater_master,-,27.57,58.16,43.83
128@clearwater_stream_to_sump_1.clearwater_master,-,43.44,50.28,44.41
128@clearwater_stream_to_sump_1.clearwater_master,-,48.86,47.24,38.98
128@clearwater_stream_to_sump_1.clearwater_master,-,2.60,52.68,-26.88
128@clearwater_stream_to_sump_1.clearwater_master,-,22.78,296.38,37.73
128@clearwater_stream_to_sump_1.clearwater_master,-,29.68,300.26,44.23
128@clearwater_stream_to_sump_1.clearwater_master,-,26.61,323.62,39.55
128@clearwater_stream_to_sump_1.clearwater_master,-,37.74,324.73,47.05
128@clearwater_stream_to_sump_1.clearwater_master,-,40.92,359.84,45.15
128@clearwater_stream_to_sump_1.clearwater_master,-,24.16,358.48,35.98
